ID,ID2,Item title,Final URL,Image URL,Item subtitle,Item Description,Item category,Price,Sale price,Contextual keywords,Item address,Tracking template,Custom parameter,Final mobile URL,Android app link,iOS app link,iOS app store ID,Formatted price,Formatted sale price
26007001_30_CNF,,Combs leather,http://ballzy.eu/et/product/combs-leather-26007001-30-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_26007001_30_CNF_17886d26.jpg,,Spordiriided ballzy veebipoest.,Women's Street Shoes,169.00 EUR,135.20 EUR,"Dr. Martens,Black,Lifestyle,in stock,Yes,Dr. Martens,Male|Female",,,,,,,,169€,135.20€
27021001_30_CNF,,Tarik,http://ballzy.eu/et/product/tarik-27021001-30-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_27021001_30_CNF_93d3e283.jpg,,Spordiriided ballzy veebipoest.,Women's Boots,189.00 EUR,119.00 EUR,"Dr. Martens,Black,Lifestyle,in stock,Yes,Dr. Martens,Female",,,,,,,,189€,119€
27024207_65_CNF,,Tarik,http://ballzy.eu/et/product/tarik-27024207-65-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_27024207_65_CNF_82a3328a.jpg,,Spordiriided ballzy veebipoest.,Women's Boots,189.00 EUR,119.00 EUR,"Dr. Martens,Pruun,Lifestyle,in stock,Yes,Dr. Martens,Male|Female",,,,,,,,189€,119€
31163115_30_CNF,,Boury,http://ballzy.eu/et/product/boury-31163115-30-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_31163115_30_CNF_f9b53dd1.jpg,,Spordiriided ballzy veebipoest.,Women's Boots,179.00 EUR,89.00 EUR,"Dr. Martens,Beež,Lifestyle,in stock,Yes,Dr. Martens,Male|Female",,,,,,,,179€,89€
S70704_9_8_CNF,,Progrid triumph 4,http://ballzy.eu/et/product/progrid-triumph-4-s70704-9-8-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_S70704_9_8_CNF_451abc3d.jpg,,Spordiriided ballzy veebipoest.,Men's Street Shoes,189.00 EUR,129.00 EUR,"Saucony,Green,Lifestyle,in stock,Yes,Saucony,Male",,,,,,,,189€,129€
S70740_5_5_CNF,,Progrid omni 9,http://ballzy.eu/et/product/progrid-omni-9-s70740-5-5-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_S70740_5_5_CNF_8c2b3b30.jpg,,Spordiriided ballzy veebipoest.,Women's Street Shoes,189.00 EUR,129.00 EUR,"Saucony,Beež,Lifestyle,in stock,Yes,Saucony,Male|Female",,,,,,,,189€,129€
S70740_6_8_CNF,,Progrid omni 9,http://ballzy.eu/et/product/progrid-omni-9-s70740-6-8-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_S70740_6_8_CNF_36fc018e.jpg,,Spordiriided ballzy veebipoest.,Men's Street Shoes,189.00 EUR,129.00 EUR,"Saucony,Green,Lifestyle,in stock,Yes,Saucony,Male",,,,,,,,189€,129€
27778001_30_CNF,,Thurston chukka,http://ballzy.eu/et/product/thurston-chukka-27778001-30-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_27778001_30_CNF_f9ed8fc8.jpg,,Spordiriided ballzy veebipoest.,Women's Boots,169.00 EUR,135.20 EUR,"Dr. Martens,Black,Lifestyle,in stock,Yes,Dr. Martens,Female",,,,,,,,169€,135.20€
HQ8383_8.5_CNF,,Terrex free hiker 2 goretex,http://ballzy.eu/et/product/terrex-free-hiker-2-goretex-hq8383-8-5-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_HQ8383_8.5_CNF_8630a460.jpg,,"siin rajal on matkamine midagi palju enamat kui ainult tee järgimine. see on koht, kus me õpime tõdesid iseenda kohta, jõuame uutele tippudele ja põgeneme igapäevaelu kiirest saginast. matkamine on sina, siin, siinsamas, hetkes.  selleks, et sa saaksid loodusesse minna uudishimulikuna ja vabalt, oleme pühendunud sellele, et välja töötada just sulle sobivad jalanõud.  jalatsit, mis on nii mugav, et sa ei taha seda kunagi jalast võtta.  free hiker 2.0 gore-tex kannab sind üha kauge",Men's Boots,249.00 EUR,179.00 EUR,"adidas Originals,Black,Lifestyle,in stock,Yes,adidas Originals,Male",,,,,,,,249€,179€
FB9019_004_10_CNF,,Wmns jordan mvp,http://ballzy.eu/et/product/wmns-jordan-mvp-fb9019-004-10-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_FB9019_004_10_CNF_08ebf039.jpg,,"me ei leiutanud remixi, kuid arvestades materjali, mida me saame proovida, on see üks'ei ole mõttekas. võtsime sp-12 ja võtsime elemendid aj6, 7 ja 8, muutes need täiesti uueks kingaks, mis tähistab mj's esimest kolmekordset meistrivõistlust. nahast, tekstiilist ja nubukist detailidega austavad need tossud ühte pärandit, julgustades teid samas omaenda kinnistama… toote omadused: kaelus ja veerandpaneelid viitavad aj7-le, samal ajal kui graafika on austusavaldus aj8-le&hell",Women's Street Shoes,184.00 EUR,79.00 EUR,"Jordan,Black,Lifestyle,in stock,Yes,Jordan,Female",,,,,,,,184€,79€
DH8016_002_10_CNF,,Wmns air max 97,http://ballzy.eu/et/product/wmns-air-max-97-dh8016-002-10-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_DH8016_002_10_CNF_7d295940.jpg,,Spordiriided ballzy veebipoest.,Women's Street Shoes,209.00 EUR,109.00 EUR,"Nike,Black,Lifestyle,in stock,Yes,Nike,Female",,,,,,,,209€,109€
VN0005UBYY21_055_CNF,,Old skool vr3,http://ballzy.eu/et/product/old-skool-vr3-vn0005ubyy21-055-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_VN0005UBYY21_055_CNF_6bb8091e.jpg,,Spordiriided ballzy veebipoest.,Women's Street Shoes,104.00 EUR,39.00 EUR,"Vans,White,Lifestyle,in stock,Yes,Vans,Male|Female",,,,,,,,104€,39€
DD1503_101_6.5_CNF,,W nike dunk low,http://ballzy.eu/et/product/w-nike-dunk-low-dd1503-101-6-5-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_DD1503_101_6.5_CNF_0ff84b74.jpg,,"true to your crew… kõvakatteks loodud, kuid tänavatele viidud '80ndate b-palli ikoon naaseb ideaalselt läikivate kattekihide ja klassikaliste meeskonnavärvidega. ikoonilise korvpallidisainiga nike dunk low suunab '80ndate vintage´i tagasi tänavatele, samas kui selle polsterdatud, madala lõikega krae võimaldab sul oma mängu kõikjale kaasa võtta - mugavalt… toote omadused: pealse karge nahk on kergelt läikiv, vananeb pehmeks täiuslikkuseks ja sellel on '80ndate b-ball",Women's Street Shoes,139.00 EUR,99.00 EUR,"Nike,Black,Lifestyle,in stock,Yes,Nike,Female",,,,,,,,139€,99€
DD1503_124_10_CNF,,W nike dunk low,http://ballzy.eu/et/product/w-nike-dunk-low-dd1503-124-10-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_DD1503_124_10_CNF_f5e60579.jpg,,"true to your crew… kõvakatteks loodud, kuid tänavatele viidud '80ndate b-palli ikoon naaseb ideaalselt läikivate kattekihide ja klassikaliste meeskonnavärvidega. ikoonilise korvpallidisainiga nike dunk low suunab '80ndate vintage´i tagasi tänavatele, samas kui selle polsterdatud, madala lõikega krae võimaldab sul oma mängu kõikjale kaasa võtta - mugavalt… toote omadused: pealse karge nahk on kergelt läikiv, vananeb pehmeks täiuslikkuseks ja sellel on '80ndate b-ball",Women's Street Shoes,129.00 EUR,99.00 EUR,"Nike,Pruun,Lifestyle,in stock,Yes,Nike,Female",,,,,,,,129€,99€
DH2925_001_1.5Y_CNF,,Force 1 le ps,http://ballzy.eu/et/product/force-1-le-ps-dh2925-001-1-5y-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_DH2925_001_1.5Y_CNF_c0525bbd.jpg,,"salute to a legendale… sellest ongi legendid tehtud. nike force 1 le toob tagasi 82. aasta kõvapuu ikooni igapäevaseks stiiliks, mis on kas täielikult valge või täielikult must. lase vastupidavusel, pehmendusel ja tunnetusel tutvustada väikestele jalgadele klassikalist… toote omadused: ehtne ja sünteetiline nahk on vastupidav ja kergesti puhastatav… pehme vaht annab klassikalise pehmenduse… kummist tald toob vastupidava haardumise… toote omaduste alapealkirjad:",Kids' Street Shoes,79.00 EUR,69.00 EUR,"Nike,Black,Lifestyle,in stock,Yes,Nike,Children",,,,,,,,79€,69€
DH9756_600_1.5Y_CNF,,Nike dunk low ps,http://ballzy.eu/et/product/nike-dunk-low-ps-dh9756-600-1-5y-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_DH9756_600_1.5Y_CNF_7ee4eb4b.jpg,,Spordiriided ballzy veebipoest.,Kids' Street Shoes,79.00 EUR,39.00 EUR,"Nike,Pink,Lifestyle,in stock,Yes,Nike,Children",,,,,,,,79€,39€
DX4816_200_10_CNF,,W nike calm slide,http://ballzy.eu/et/product/w-nike-calm-slide-dx4816-200-10-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_DX4816_200_10_CNF_04938943.jpg,,"Nende plätude puhul on oluline nimi. hinga sügavalt sisse ja astu minimalistliku välimusega, millel on suurepärane pehmendus. anatoomiliselt kujundatud vahtmaterjal loob ühe tüki, mis toetab su jalgu ja aitab neid paigal hoida. lisaks sellele kuivab veesõbralik disain kiiresti, muutes need ideaalseks lõõgastumiseks basseini ääres. kogu stiili, ilma suurema vaevata. on aeg veidi rahu nautida.pehme kuid reageeriv vaht pakub hämmastavat mugavust ja kuivab kiiresti - olenemata selles",Women's Street Shoes,59.00 EUR,39.00 EUR,"Nike,Beež,Lifestyle,in stock,Yes,Nike,Female",,,,,,,,59€,39€
VN0A38GFB9M1_085_CNF,,Ua sk8-hi 38 dx,http://ballzy.eu/et/product/ua-sk8-hi-38-dx-vn0a38gfb9m1-085-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_VN0A38GFB9M1_085_CNF_e1055310.jpg,,Spordiriided ballzy veebipoest.,Men's Street Shoes,114.00 EUR,50.00 EUR,"Vans,Black,Lifestyle,in stock,Yes,Vans,Male",,,,,,,,114€,50€
31352001_30_CNF,,Combs w padded,http://ballzy.eu/et/product/combs-w-padded-31352001-30-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_31352001_30_CNF_ea0fb014.jpg,,Spordiriided ballzy veebipoest.,Women's Boots,189.00 EUR,119.00 EUR,"Dr. Martens,Black,Lifestyle,in stock,Yes,Dr. Martens,Female",,,,,,,,189€,119€
S70665_32_5_CNF,,Shadow 5000,http://ballzy.eu/et/product/shadow-5000-s70665-32-5-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_S70665_32_5_CNF_1e9debd9.jpg,,Spordiriided ballzy veebipoest.,Women's Street Shoes,149.00 EUR,99.00 EUR,"Saucony,Beež,Lifestyle,in stock,Yes,Saucony,Female",,,,,,,,149€,99€
S70740_4_5_CNF,,Progrid omni 9,http://ballzy.eu/et/product/progrid-omni-9-s70740-4-5-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_S70740_4_5_CNF_6877130b.jpg,,Spordiriided ballzy veebipoest.,Kids' Street Shoes,189.00 EUR,129.00 EUR,"Saucony,Beež,Lifestyle,in stock,Yes,Saucony,Male|Female|Children",,,,,,,,189€,129€
BB650RCK_4_CNF,,New balance 650,http://ballzy.eu/et/product/new-balance-650-bb650rck-4-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_BB650RCK_4_CNF_e67a9351.jpg,,Spordiriided ballzy veebipoest.,Women's Street Shoes,159.00 EUR,79.00 EUR,"New Balance,White,Lifestyle,in stock,Yes,New Balance,Male|Female",,,,,,,,159€,79€
BB650RVG_8_CNF,,New balance 650,http://ballzy.eu/et/product/new-balance-650-bb650rvg-8-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_BB650RVG_8_CNF_fd0b0630.jpg,,Spordiriided ballzy veebipoest.,Men's Street Shoes,169.00 EUR,84.00 EUR,"New Balance,White,Lifestyle,in stock,Yes,New Balance,Male",,,,,,,,169€,84€
M2002RXJ_8_CNF,,New balance 2002r,http://ballzy.eu/et/product/new-balance-2002r-m2002rxj-8-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_M2002RXJ_8_CNF_cb106189.jpg,,Spordiriided ballzy veebipoest.,Kids' Street Shoes,159.00 EUR,90.00 EUR,"New Balance,Gray,Lifestyle,in stock,Yes,New Balance,Male|Female|Children",,,,,,,,159€,90€
MR530CK_4.5_CNF,,New balance 530,http://ballzy.eu/et/product/new-balance-530-mr530ck-4-5-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_MR530CK_4.5_CNF_b37a0374.jpg,,Spordiriided ballzy veebipoest.,Women's Street Shoes,129.00 EUR,,"New Balance,Gray,Lifestyle,in stock,No,New Balance,Male|Female",,,,,,,,129€,
M1906RCE_4.5_CNF,,New balance 1906r,http://ballzy.eu/et/product/new-balance-1906r-m1906rce-4-5-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_M1906RCE_4.5_CNF_d394ede7.jpg,,Spordiriided ballzy veebipoest.,Women's Street Shoes,149.00 EUR,69.00 EUR,"New Balance,Blue,Lifestyle,in stock,Yes,New Balance,Male|Female",,,,,,,,149€,69€
M1906RCH_4.5_CNF,,New balance 1906r,http://ballzy.eu/et/product/new-balance-1906r-m1906rch-4-5-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_M1906RCH_4.5_CNF_ddd578b9.jpg,,Spordiriided ballzy veebipoest.,Women's Street Shoes,159.00 EUR,,"New Balance,Black,Lifestyle,in stock,No,New Balance,Male|Female",,,,,,,,159€,
VN0009PVJVY1_055_CNF,,Authentic,http://ballzy.eu/et/product/authentic-vn0009pvjvy1-055-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_VN0009PVJVY1_055_CNF_0418398e.jpg,,Spordiriided ballzy veebipoest.,Women's Street Shoes,89.00 EUR,34.00 EUR,"Vans,White,Lifestyle,in stock,Yes,Vans,Female",,,,,,,,89€,34€
FJ0742_081_10_CNF,,Jordan mvp psg,http://ballzy.eu/et/product/jordan-mvp-psg-fj0742-081-10-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_FJ0742_081_10_CNF_cb2f8688.jpg,,Spordiriided ballzy veebipoest.,Men's Street Shoes,184.00 EUR,120.00 EUR,"Jordan,Black,Lifestyle,in stock,Yes,Jordan,Male",,,,,,,,184€,120€
TB0A5ZCG0011_10_CNF,,Grey mid chelsea boot,http://ballzy.eu/et/product/grey-mid-chelsea-boot-tb0a5zcg0011-10-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_TB0A5ZCG0011_10_CNF_322de7fa.jpg,,,Women's Boots,134.00 EUR,107.20 EUR,"Timberland,Black,Lifestyle,in stock,Yes,Timberland,Female",,,,,,,,134€,107.20€
ID7056_4.5_CNF,,Gazelle bold w,http://ballzy.eu/et/product/gazelle-bold-w-id7056-4-5-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_ID7056_4.5_CNF_728cca5f.jpg,,"adidas gazelle on klassikaline jalats, mis ületab kõik: trendi, vanuse, isiksusetüübi ja ennekõike aja. 1996. aastal kasutusele võetud jalatsid on siiani üks armastatumaid adidase disainilahendusi. see versioon on valmistatud materjalidest ja detailidest, mis vastavad nende sünni ajastule - mõtle kõrgekvaliteedilisele mokkamaterjalile, metalse kuldse brändi ja t-toe signatuurile. kolmekordne kummist välistald annab sellele hoogu, samuti on pitsil värvilistest pärlitest ja metalse",Women's Street Shoes,129.00 EUR,79.00 EUR,"adidas Originals,Beež,Lifestyle,in stock,Yes,adidas Originals,Female",,,,,,,,129€,79€
IF6562_4.5_CNF,,Handball spezial w,http://ballzy.eu/et/product/handball-spezial-w-if6562-4-5-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_IF6562_4.5_CNF_b2229265.jpg,,"adidas spezial jalanõud võeti kasutusele 1979. aastal käsipallisportlaste jaoks, kuid ei läinud kaua aega, enne kui nende vaieldamatu stiil sillutas teed ka väljapoole siseplatsi. see paar tähistab seda rikkalikku minevikku koos iseloomulike disainielementidega, alates mokkamaterjalist pealsest kuni t-kujulise varbakastini. eredad kaasaegsed värvikombinatsioonid lisavad silmapaistvat välimust. pange need jalga ja väljendage oma stiili vintage´ile omaselt.",Women's Street Shoes,114.00 EUR,89.00 EUR,"adidas Originals,Gray,Lifestyle,in stock,Yes,adidas Originals,Female",,,,,,,,114€,89€
39271801_8_CNF,,Rs-x hi puma,http://ballzy.eu/et/product/rs-x-hi-puma-39271801-8-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_39271801_8_CNF_b33a9338.jpg,,Spordiriided ballzy veebipoest.,Men's Boots,139.00 EUR,109.00 EUR,"Puma,Black,Lifestyle,in stock,Yes,Puma,Male",,,,,,,,139€,109€
S20841_05_8_CNF,,Peregrine 13 goretex,http://ballzy.eu/et/product/peregrine-13-goretex-s20841-05-8-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_S20841_05_8_CNF_234bb54c.jpg,,Spordiriided ballzy veebipoest.,Men's Street Shoes,239.00 EUR,149.00 EUR,"Saucony,Gray,Lifestyle,in stock,Yes,Saucony,Male",,,,,,,,239€,149€
VN0009PVBY11_085_CNF,,Authentic,http://ballzy.eu/et/product/authentic-vn0009pvby11-085-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_VN0009PVBY11_085_CNF_600e7da1.jpg,,Spordiriided ballzy veebipoest.,Men's Street Shoes,89.00 EUR,34.00 EUR,"Vans,Gray,Lifestyle,in stock,Yes,Vans,Male",,,,,,,,89€,34€
VN0009QMBQL1_055_CNF,,Sk8-hi dr mte-2,http://ballzy.eu/et/product/sk8-hi-dr-mte-2-vn0009qmbql1-055-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_VN0009QMBQL1_055_CNF_85aee0ab.jpg,,Spordiriided ballzy veebipoest.,Women's Boots,164.00 EUR,131.20 EUR,"Vans,Pink,Lifestyle,in stock,Yes,Vans,Female",,,,,,,,164€,131.20€
DZ4352_101_3.5Y_CNF,,Jordan max aura 5 gs,http://ballzy.eu/et/product/jordan-max-aura-5-gs-dz4352-101-3-5y-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_DZ4352_101_3.5Y_CNF_efc6f0be.jpg,,"Kui otsid jalatseid, mis on ööpäevaringselt valmis igaks seikluseks siis max aura 5 on just see mida vajad. aj3 poolt inspireeritud annavad need jalanõud klassikale kaasaegse nüansi. need on valmistatud vastupidavast nahast ja tekstiilidest, mille all on nike air õhkpadi kannas, mis võimaldab sul kogu päeva mugavalt kõndida, joosta või rulatada tundes endiselt jalgades värskust.nike air-sole padjad tagavad kerge polsterduse.kummine välistald pakub head haakuvust igapäeva",Kids' Street Shoes,99.00 EUR,49.00 EUR,"Jordan,White,Lifestyle,in stock,Yes,Jordan,Female|Children",,,,,,,,99€,49€
DZ4353_101_10_CNF,,Jordan max aura 5,http://ballzy.eu/et/product/jordan-max-aura-5-dz4353-101-10-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_DZ4353_101_10_CNF_342ae53a.jpg,,"Kui otsid jalatseid, mis on ööpäevaringselt valmis igaks seikluseks siis max aura 5 on just see mida vajad. aj3 poolt inspireeritud annavad need jalanõud klassikale kaasaegse nüansi. need on valmistatud vastupidavast nahast ja tekstiilidest, mille all on nike air õhkpadi kannas, mis võimaldab sul kogu päeva mugavalt kõndida, joosta või rulatada tundes endiselt jalgades värskust.nike air-sole padjad tagavad kerge polsterduse.kummine välistald pakub head haakuvust igapäeva",Men's Street Shoes,149.00 EUR,97.00 EUR,"Jordan,White,Lifestyle,in stock,Yes,Jordan,Male",,,,,,,,149€,97€
CW2289_001_8_CNF,,Air force 1 mid ´07,http://ballzy.eu/et/product/air-force-1-mid-07-cw2289-001-8-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_CW2289_001_8_CNF_e8f21dca.jpg,,"legendaarne af1 stiil… air force 1 mid '07 on kõik, mida sa kõige paremini tunned: teravad katted, julged aktsendid ja täiuslik kogus välku, mis laseb sul särada. pehmendusega, keskmise lõikega krae koos klassikalise konksuga lisab b-palli mugavust, samal ajal kui perforeeringud varvastel hoiavad sind jahedana… toote omadused: pehmendusega, keskmise lõikega krae koos klassikalise konksuga lisab mugavust: üle 35 aasta on see olnud mugavus ja vastupidavus otse karbist",Men's Street Shoes,149.00 EUR,,"Nike,Black,Lifestyle,in stock,No,Nike,Male",,,,,,,,149€,
CW2289_111_10.5_CNF,,Air force 1 mid ´07,http://ballzy.eu/et/product/air-force-1-mid-07-cw2289-111-10-5-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_CW2289_111_10.5_CNF_2850c2db.jpg,,"legendaarne af1 stiil… air force 1 mid '07 on kõik, mida sa kõige paremini tunned: teravad katted, julged aktsendid ja täiuslik kogus välku, mis laseb sul särada. pehmendusega, keskmise lõikega krae koos klassikalise konksuga lisab b-palli mugavust, samal ajal kui perforeeringud varvastel hoiavad sind jahedana… toote omadused: pehmendusega, keskmise lõikega krae koos klassikalise konksuga lisab mugavust: üle 35 aasta on see olnud mugavus ja vastupidavus otse karbist",Men's Street Shoes,149.00 EUR,,"Nike,White,Lifestyle,in stock,No,Nike,Male",,,,,,,,149€,
DC9486_101_10_CNF,,W air force 1 ´07 next nature,http://ballzy.eu/et/product/w-air-force-1-07-next-nature-dc9486-101-10-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_DC9486_101_10_CNF_0a751d10.jpg,,"legendaarne stiil tulevikule… pole viga, kõik mängivad. valmistatud vähemalt 20% ulatuses taaskasutatud materjalidest, originaal, mis kirjutas tossude ajalugu, saab uuendatud sünteetilise nahaga… toote omadused: valmistatud vähemalt 20% ulatuses ringlussevõetud materjalidest, disain on osa nike'i kohustusest aidata kaitsta spordi tulevikku… iga kord, kui näed nike sunbursti või nime next nature (nn), näed veel ühte sammu meie teekonnal süsiniku- ja jäätmevaba",Kids' Street Shoes,134.00 EUR,89.00 EUR,"Nike,White,Lifestyle,in stock,Yes,Nike,Male|Female|Children",,,,,,,,134€,89€
DD8959_001_6.5_CNF,,Wmns air force 1 ´07,http://ballzy.eu/et/product/wmns-air-force-1-07-dd8959-001-6-5-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_DD8959_001_6.5_CNF_96929eac.jpg,,"legendaarne stiil refined… sära elab edasi nike air force 1 ´07-s, b-palli ikoonis, mis paneb värske pöörde sellele, mida tunned kõige paremini: karge nahk, julged värvid ja täiuslik kogus välgust, et sind särada… toote omadused: nike air pehmendus lisab kerget ja kogu päeva kestvat mugavust… madalalt lõigatud siluett lisab puhta ja voolujoonelise välimuse… pehmendusega krae on pehme ja mugav… toote omadused alapealkirjad: pehmendusega krae on p",Women's Street Shoes,134.00 EUR,,"Nike,Black,Lifestyle,in stock,No,Nike,Female",,,,,,,,134€,
DM4044_100_10_CNF,,Nike cortez,http://ballzy.eu/et/product/nike-cortez-dm4044-100-10-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_DM4044_100_10_CNF_4917ef78.jpg,,"oli 1972. nüüd 2023. mõnikord on rohkem parem. ümberkujundades austusväärse välimuse, oleme uuendanud disaini laiema varbaosa ja tugevamate külgpaneelidega, et saaksite neid mugavalt kanda iga päev. ümbertöödeldud materjalid aitavad vältida väändumist ja lisavad vastupidavust, säilitades samas klassikalise '72 kuju, millesse armunud olete. pitsid, sest traditsioonid muutuvad aina paremaks… toote omadused: uuesti töödeldud nahast ja tekstiilist materjalid säilitavad sinu ar",Men's Street Shoes,109.00 EUR,71.00 EUR,"Nike,White,Lifestyle,in stock,Yes,Nike,Male",,,,,,,,109€,71€
DV0991_101_10_CNF,,Wmns air jordan 1 mid,http://ballzy.eu/et/product/wmns-air-jordan-1-mid-dv0991-101-10-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_DV0991_101_10_CNF_f258e4ad.jpg,,"ära kunagi sega klassikat. hoidke pärand jalas valge-valge välimusega, mis ei lähe kunagi moest välja… toote omadused: ehtne ja sünteetiline nahk tagab suurepärase vastupidavuse ja stiili… pehmendusega keel ja sisemine pealne lisamugavust ja turvalisust… ikoniline tiibadega air jordan logo pealsel traditsioonilise brändi jaoks… kapseldatud air-üksus kannas annab kerge pehmenduse, mida tead ja armastad… tugev kummist välistald koos turvise standa",Women's Street Shoes,159.00 EUR,104.00 EUR,"Jordan,Black,Lifestyle,in stock,Yes,Jordan,Female",,,,,,,,159€,104€
IE7101_4.5_CNF,,Ozweego w,http://ballzy.eu/et/product/ozweego-w-ie7101-4-5-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_IE7101_4.5_CNF_74157c68.jpg,,"need adidas´i kingad näitavad praktilisust stiilis. mugavusele orienteeritud ozweego ühendab eva-välipõhja adiprene´i ja adiprene+-ga, et pakkuda suurepärast pehmendust. tuntud kobar siluett ei hoia disaini osas midagi tagasi. iseloomulik skulptuurne tald ja kontuurne paanipealne kujundus pealsel tekitavad liikumise ja voolavuse tunde. see 90ndate tagasipöördumine on ikka veel võitja, sest mugavus ei lähe kunagi moest välja.",Women's Street Shoes,119.00 EUR,59.00 EUR,"adidas Originals,Black,Lifestyle,in stock,Yes,adidas Originals,Female",,,,,,,,119€,59€
VN000BVYBXU1_085_CNF,,Era 95 dx,http://ballzy.eu/et/product/era-95-dx-vn000bvybxu1-085-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_VN000BVYBXU1_085_CNF_1e0361be.jpg,,Spordiriided ballzy veebipoest.,Men's Street Shoes,94.00 EUR,39.00 EUR,"Vans,Green,Lifestyle,in stock,Yes,Vans,Male",,,,,,,,94€,39€
VN0A38F7QCK1_050_CNF,,A classic slip-on,http://ballzy.eu/et/product/a-classic-slip-on-vn0a38f7qck1-050-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_VN0A38F7QCK1_050_CNF_d9ff2f86.jpg,,Spordiriided ballzy veebipoest.,Women's Street Shoes,79.00 EUR,34.00 EUR,"Vans,Blue,Lifestyle,in stock,Yes,Vans,Female",,,,,,,,79€,34€
M2002REI_8.5_CNF,,New balance 2002r,http://ballzy.eu/et/product/new-balance-2002r-m2002rei-8-5-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_M2002REI_8.5_CNF_90ad8271.jpg,,Spordiriided ballzy veebipoest.,Men's Street Shoes,159.00 EUR,79.00 EUR,"New Balance,Pruun,Lifestyle,in stock,Yes,New Balance,Male",,,,,,,,159€,79€
IG5732_4.5_CNF,,Falcon w,http://ballzy.eu/et/product/falcon-w-ig5732-4-5-cnf,https://tanelneemoja.github.io/testing-somecool-stuff/generated_ads/ad_IG5732_4.5_CNF_c3139867.jpg,,"need 90ndate arhiiviväljaandest inspireeritud adidas´i jalatsid on saanud oma disainikrediidi mahukast, väljendusrikkast siluetist, mis on ümberproportoneeritud kaasaegse stiili jaoks. stiilne sünteetiline mokkamaterjal rõhutab paindlikku võrkkattega pealset ning kõik see on kummist välistalla peal, mis tagab haardumise ja kindla sammu.",Women's Street Shoes,109.00 EUR,59.00 EUR,"adidas Originals,White,Lifestyle,in stock,Yes,adidas Originals,Female",,,,,,,,109€,59€
